Date;USDPEN;Outright 3M;ATM VOL MID, 3M;USSOC 3M;Tasa Efectiva 3M;Tasa Implicita 3M;;;;;;
18/09/2018;3.3047;3.3127;0.040875;0.02188;2.20602%;0.012222996;;;;;;
17/09/2018;3.3115;3.3176;0.040625;0.02188;2.20602%;0.014563927;;;;;;
14/09/2018;3.31;3.3242;0.0404;0.02188;2.20602%;0.004708006;;;;;;
13/09/2018;3.3148;3.327;0.0405;0.02188;2.20602%;0.007150994;;;;;;
12/09/2018;3.33;3.3345;0.04055;0.021895;2.20754%;0.016569311;;;;;;
11/09/2018;3.3345;3.3317;0.042575;0.0219;2.20805%;0.025520719;;;;;;
10/09/2018;3.3335;3.3377;0.042525;0.0219;2.20805%;0.016945667;;;;;;
07/09/2018;3.323;3.3484;0.042425;0.02191;2.20907%;-0.008571364;;;;;;
06/09/2018;3.3235;3.3574;0.04235;0.02188;2.20602%;-0.018598185;;;;;;
05/09/2018;3.3185;3.354;0.042275;0.02188;2.20602%;-0.020529132;;;;;;
04/09/2018;3.3195;3.345;0.044475;0.021855;2.20348%;-0.008775852;;;;;;
03/09/2018;3.3015;3.344;0.04295;0.02182;2.19992%;-0.028974391;;;;;;
31/08/2018;3.2878;3.3377;0.044775;0.021785;2.19636%;-0.037794568;;;;;;
30/08/2018;3.3061;3.3412;0.042975;0.0218;2.19789%;-0.020293555;;;;;;
29/08/2018;3.2932;3.3217;0.042675;0.02175;2.19280%;-0.012695497;;;;;;
28/08/2018;3.2935;3.3198;0.042525;0.02164;2.18162%;-0.010180989;;;;;;
27/08/2018;3.2885;3.3141;0.042675;0.02155;2.17248%;-0.009480852;;;;;;
24/08/2018;3.2955;3.314;0.042725;0.02147;2.16435%;-0.000979005;;;;;;
23/08/2018;3.3039;3.3;0.042475;0.02124;2.14098%;0.026246825;;;;;;
22/08/2018;3.285;3.3031;0.04265;0.02117;2.13387%;-0.000864528;;;;;;
21/08/2018;3.294;3.3171;0.0425;0.021;2.11660%;-0.006983536;;;;;;
20/08/2018;3.3092;3.2981;0.042575;0.02092;2.10847%;0.034900387;;;;;;
17/08/2018;3.3116;3.3066;0.042525;0.02083;2.09933%;0.027182782;;;;;;
16/08/2018;3.3135;3.3257;0.042475;0.02063;2.07901%;0.0058937;;;;;;
15/08/2018;3.3175;3.3228;0.04255;0.020556;2.07150%;0.014218238;;;;;;
14/08/2018;3.2998;3.3267;0.042525;0.02039;2.05464%;-0.012064273;;;;;;
13/08/2018;3.2873;3.3313;0.04185;0.02032;2.04754%;-0.032379849;;;;;;
10/08/2018;3.2806;3.3084;0.04255;0.02024;2.03941%;-0.013472878;;;;;;
09/08/2018;3.2705;3.2991;0.04265;0.0201;2.02520%;-0.014668982;;;;;;
08/08/2018;3.2692;3.2892;0.04255;0.02007;2.02216%;-0.00436689;;;;;;
07/08/2018;3.267;3.2811;0.04245;0.019825;1.99729%;0.002552888;;;;;;
06/08/2018;3.2703;3.2794;0.042075;0.019835;1.99830%;0.008708665;;;;;;
03/08/2018;3.2686;3.2779;0.041975;0.01976;1.99069%;0.008381423;;;;;;
02/08/2018;3.2734;3.2812;0.0424;0.0193;1.94401%;0.009781077;;;;;;
01/08/2018;3.2705;3.277;0.042225;0.019292;1.94320%;0.011367789;;;;;;
31/07/2018;3.2717;3.2838;0.0426;0.019275;1.94148%;0.004472436;;;;;;
30/07/2018;3.2704;3.2811;0.0423;0.01927;1.94097%;0.00617701;;;;;;
27/07/2018;3.2733;3.2833;0.042425;0.019216;1.93549%;0.006992872;;;;;;
26/07/2018;3.2733;3.2814;0.042575;0.01921;1.93488%;0.009321152;;;;;;
20/07/2018;3.2755;3.2615;0.0418;0.01919;1.93285%;0.036943436;;;;;;
19/07/2018;3.2745;3.2845;0.0406;0.01916;1.92981%;0.006941247;;;;;;
18/07/2018;3.2695;3.2835;0.042575;0.01921;1.93488%;0.002074734;;;;;;
17/07/2018;3.2725;3.2855;0.0424;0.01916;1.92981%;0.003261049;;;;;;
16/07/2018;3.266;3.2905;0.042525;0.01914;1.92778%;-0.010741676;;;;;;
13/07/2018;3.2715;3.2863;0.042325;0.01912;1.92575%;0.001020102;;;;;;
12/07/2018;3.2725;3.2852;0.03995;0.01913;1.92677%;0.0035976;;;;;;
11/07/2018;3.2795;3.28;0.039275;0.01915;1.92880%;0.018666585;;;;;;
10/07/2018;3.273;3.2835;0.0391;0.019125;1.92626%;0.006287383;;;;;;
09/07/2018;3.277;3.2754;0.03915;0.01914;1.92778%;0.021270904;;;;;;
06/07/2018;3.2855;3.2814;0.03935;0.01915;1.92880%;0.024391781;;;;;;
05/07/2018;3.2873;3.2832;0.03925;0.019151;1.92890%;0.024389998;;;;;;
04/07/2018;3.2914;3.2905;0.038825;0.019181;1.93194%;0.020435061;;;;;;
03/07/2018;3.287;3.2828;0.03885;0.019125;1.92626%;0.024488779;;;;;;
02/07/2018;3.2875;3.2889;0.0388;0.01918;1.93184%;0.017583911;;;;;;
28/06/2018;3.2765;3.2957;0.03895;0.019275;1.94148%;-0.00413396;;;;;;
27/06/2018;3.2735;3.299;0.0358;0.019205;1.93438%;-0.011809247;;;;;;
26/06/2018;3.2675;3.3031;0.038925;0.01923;1.93691%;-0.023871554;;;;;;
25/06/2018;3.27;3.2972;0.039325;0.019235;1.93742%;-0.013848864;;;;;;
22/06/2018;3.2696;3.2982;0.039;0.019225;1.93640%;-0.015535952;;;;;;
21/06/2018;3.2745;3.2868;0.03925;0.019225;1.93640%;0.004190658;;;;;;
20/06/2018;3.2784;3.2823;0.03815;0.019205;1.93438%;0.014507682;;;;;;
19/06/2018;3.284;3.2763;0.03955;0.01921;1.93488%;0.028965407;;;;;;
18/06/2018;3.2773;3.28;0.03985;0.019235;1.93742%;0.016021856;;;;;;
15/06/2018;3.2811;3.2816;0.040025;0.01923;1.93691%;0.018747996;;;;;;
14/06/2018;3.2815;3.2851;0.04015;0.019222;1.93610%;0.014900045;;;;;;
13/06/2018;3.2733;3.2874;0.040075;0.019195;1.93336%;0.001957691;;;;;;
12/06/2018;3.2714;3.295;0.04145;0.01915;1.92880%;-0.00960186;;;;;;
11/06/2018;3.2652;3.2868;0.040925;0.01915;1.92880%;-0.007243058;;;;;;
08/06/2018;3.2613;3.292;0.04145;0.01915;1.92880%;-0.018205511;;;;;;
07/06/2018;3.2634;3.2923;0.039575;0.019161;1.92991%;-0.016022251;;;;;;
06/06/2018;3.2625;3.2799;0.03955;0.01917;1.93082%;-0.002150121;;;;;;
05/06/2018;3.2684;3.281;0.04125;0.01919;1.93285%;0.003760426;;;;;;
04/06/2018;3.2685;3.276;0.0411;0.019185;1.93235%;0.010021008;;;;;;
01/06/2018;3.2729;3.2717;0.0412;0.019224;1.93630%;0.020859389;;;;;;
31/05/2018;3.2715;3.2727;0.041325;0.0192;1.93387%;0.017844462;;;;;;
30/05/2018;3.2704;3.2717;0.0413;0.019216;1.93549%;0.01773573;;;;;;
29/05/2018;3.2765;3.279;0.041;0.01922;1.93590%;0.016253776;;;;;;
28/05/2018;3.276;3.2803;0.0411;0.01921;1.93488%;0.014014451;;;;;;
25/05/2018;3.2687;3.2832;0.04085;0.019245;1.93843%;0.001495152;;;;;;
24/05/2018;3.2665;3.282;0.04125;0.019272;1.94117%;0.000290095;;;;;;
23/05/2018;3.265;3.2806;0.042275;0.01929;1.94300%;0.000177373;;;;;;
22/05/2018;3.2716;3.2874;0.042225;0.019332;1.94726%;1.41667E-05;;;;;;
21/05/2018;3.2835;3.2833;0.042125;0.01932;1.94604%;0.019708846;;;;;;
18/05/2018;3.2876;3.2789;0.041675;0.019243;1.93823%;0.030244468;;;;;;
17/05/2018;3.2745;3.2778;0.0429;0.019112;1.92494%;0.015150997;;;;;;
16/05/2018;3.2635;3.2757;0.04285;0.019085;1.92220%;0.004122699;;;;;;
15/05/2018;3.2766;3.2818;0.04285;0.01909;1.92271%;0.012782587;;;;;;
14/05/2018;3.2568;3.2973;0.04275;0.0191;1.92372%;-0.029923933;;;;;;
11/05/2018;3.2565;3.2987;0.0428;0.01912;1.92575%;-0.031907232;;;;;;
10/05/2018;3.2676;3.2852;0.042875;0.01916;1.92981%;-0.002369979;;;;;;
09/05/2018;3.2947;3.2747;0.042875;0.01909;1.92271%;0.044355565;;;;;;
08/05/2018;3.2882;3.2835;0.043;0.018983;1.91186%;0.024966164;;;;;;
07/05/2018;3.2786;3.2674;0.04275;0.018931;1.90658%;0.033110449;;;;;;
04/05/2018;3.2705;3.2675;0.0432;0.018755;1.88873%;0.022634372;;;;;;
03/05/2018;3.2724;3.28;0.04325;0.018695;1.88265%;0.009416459;;;;;;
02/05/2018;3.269;3.3053;0.043175;0.0186;1.87301%;-0.025290268;;;;;;
30/04/2018;3.2525;3.2987;0.042875;0.018493;1.86216%;-0.037255961;;;;;;
27/04/2018;3.2365;3.2873;0.044425;0.01837;1.84969%;-0.043015701;;;;;;
26/04/2018;3.2364;3.2799;0.044275;0.018218;1.83428%;-0.034615387;;;;;;
25/04/2018;3.2359;3.2799;0.0447;0.018005;1.81269%;-0.03541638;;;;;;
24/04/2018;3.231;3.2808;0.044825;0.01811;1.82334%;-0.042197141;;;;;;
23/04/2018;3.2346;3.2621;0.04465;0.018124;1.82476%;-0.015656625;;;;;;
20/04/2018;3.2205;3.246;0.04445;0.018121;1.82445%;-0.013377013;;;;;;
19/04/2018;3.2194;3.2455;0.04455;0.01781;1.79293%;-0.01442218;;;;;;
18/04/2018;3.2173;3.246;0.044975;0.017891;1.80114%;-0.017517527;;;;;;
17/04/2018;3.2199;3.2406;0.0453;0.017886;1.80063%;-0.007756411;;;;;;
16/04/2018;3.2225;3.2438;0.045275;0.0177;1.78178%;-0.008653492;;;;;;
12/04/2018;3.2256;3.2298;0.04525;0.017619;1.77358%;0.012452256;;;;;;
11/04/2018;3.2337;3.2285;0.045275;0.017357;1.74703%;0.024041331;;;;;;
10/04/2018;3.2396;3.2266;0.045325;0.017371;1.74845%;0.033981668;;;;;;
09/04/2018;3.2378;3.2298;0.0453;0.017362;1.74754%;0.027593759;;;;;;
06/04/2018;3.2383;3.2315;0.04485;0.01715;1.72606%;0.025850105;;;;;;
05/04/2018;3.2265;3.2357;0.0448;0.01706;1.71695%;0.005650308;;;;;;
04/04/2018;3.225;3.2452;0.04475;0.01707;1.71796%;-0.007910987;;;;;;
03/04/2018;3.224;3.2498;0.045025;0.017092;1.72019%;-0.014717561;;;;;;
02/04/2018;3.2275;3.2465;0.044925;0.01708;1.71897%;-0.006414299;;;;;;
28/03/2018;3.2298;3.2491;0.044875;0.017055;1.71644%;-0.00678938;;;;;;
27/03/2018;3.227;3.2368;0.04475;0.017025;1.71340%;0.004871602;;;;;;
26/03/2018;3.217;3.2345;0.044475;0.017041;1.71502%;-0.004684622;;;;;;
23/03/2018;3.2232;3.2345;0.044575;0.01706;1.71695%;0.003029496;;;;;;
22/03/2018;3.2365;3.2392;0.04475;0.01709;1.71998%;0.013812572;;;;;;
21/03/2018;3.251;3.2407;0.0448;0.017061;1.71705%;0.030163843;;;;;;
20/03/2018;3.2652;3.2364;0.04455;0.017071;1.71806%;0.05387341;;;;;;
19/03/2018;3.2705;3.2263;0.044325;0.01706;1.71695%;0.074065904;;;;;;
16/03/2018;3.2722;3.2325;0.0449;0.01702;1.71289%;0.068024555;;;;;;
15/03/2018;3.2622;3.2476;0.044725;0.017002;1.71107%;0.035524621;;;;;;
14/03/2018;3.254;3.2615;0.0447;0.016958;1.70661%;0.007743165;;;;;;
13/03/2018;3.263;3.2754;0.04465;0.01696;1.70682%;0.001753756;;;;;;
12/03/2018;3.2605;3.2813;0.044675;0.016946;1.70540%;-0.008490059;;;;;;
09/03/2018;3.2585;3.2822;0.0447;0.01692;1.70277%;-0.012030582;;;;;;
08/03/2018;3.2582;3.2737;0.04445;0.0169;1.70074%;-0.002117149;;;;;;
07/03/2018;3.2538;3.2632;0.044675;0.016891;1.69983%;0.005330534;;;;;;
06/03/2018;3.254;3.2738;0.044625;0.01689;1.69973%;-0.007383688;;;;;;
05/03/2018;3.25;3.2715;0.045325;0.01689;1.69973%;-0.009474784;;;;;;
02/03/2018;3.2565;3.2692;0.0457;0.01689;1.69973%;0.001286037;;;;;;
01/03/2018;3.262;3.271;0.04565;0.016874;1.69811%;0.005834486;;;;;;
28/02/2018;3.2663;3.2682;0.0457;0.016873;1.69801%;0.014617199;;;;;;
27/02/2018;3.2525;3.2655;0.045625;0.01688;1.69872%;0.000889042;;;;;;
26/02/2018;3.2485;3.2635;0.0458;0.016869;1.69760%;-0.001592752;;;;;;
23/02/2018;3.251;3.266;0.0456;0.016825;1.69315%;-0.001622382;;;;;;
22/02/2018;3.248;3.274;0.04575;0.01679;1.68960%;-0.015023372;;;;;;
21/02/2018;3.25;3.2743;0.04585;0.016801;1.69071%;-0.012946092;;;;;;
20/02/2018;3.2515;3.2637;0.0459;0.016755;1.68606%;0.001741149;;;;;;
19/02/2018;3.2465;3.2597;0.04585;0.01677;1.68758%;0.000504376;;;;;;
16/02/2018;3.2505;3.2619;0.0437;0.01678;1.68859%;0.002744593;;;;;;
15/02/2018;3.246;3.2589;0.0422;0.016754;1.68596%;0.000854391;;;;;;
14/02/2018;3.2615;3.2655;0.043675;0.01681;1.69163%;0.011942817;;;;;;
13/02/2018;3.275;3.263;0.043175;0.016823;1.69294%;0.03197158;;;;;;
12/02/2018;3.2685;3.258;0.042425;0.01675;1.68555%;0.030027646;;;;;;
09/02/2018;3.2757;3.262;0.044925;0.016637;1.67411%;0.033929743;;;;;;
08/02/2018;3.2652;3.2577;0.045025;0.016558;1.66611%;0.02605586;;;;;;
07/02/2018;3.2508;3.2722;0.04525;0.01642;1.65214%;-0.009810853;;;;;;
06/02/2018;3.2448;3.2855;0.0454;0.01615;1.62481%;-0.033180098;;;;;;
05/02/2018;3.238;3.2786;0.045525;0.01609;1.61873%;-0.033220526;;;;;;
02/02/2018;3.2185;3.2887;0.0467;0.01602;1.61165%;-0.06790426;;;;;;
01/02/2018;3.2115;3.2721;0.047125;0.015891;1.59859%;-0.057213978;;;;;;
31/01/2018;3.216;3.2627;0.046975;0.0158;1.58939%;-0.041032421;;;;;;
30/01/2018;3.2165;3.2568;0.0468;0.015565;1.56561%;-0.033689851;;;;;;
29/01/2018;3.2155;3.2513;0.047175;0.01551;1.56004%;-0.028397192;;;;;;
26/01/2018;3.2153;3.2308;0.04705;0.01548;1.55701%;-0.003779192;;;;;;
25/01/2018;3.2105;3.2237;0.046625;0.01527;1.53577%;-0.001170707;;;;;;
24/01/2018;3.2135;3.2278;0.044875;0.015197;1.52838%;-0.002588858;;;;;;
23/01/2018;3.2192;3.228;0.04775;0.01499;1.50745%;0.004050689;;;;;;
22/01/2018;3.2135;3.2275;0.048375;0.01497;1.50542%;-0.002443584;;;;;;
19/01/2018;3.2164;3.226;0.048575;0.01484;1.49228%;0.002895692;;;;;;
18/01/2018;3.2137;3.2212;0.047525;0.01464;1.47206%;0.005303128;;;;;;
17/01/2018;3.212;3.2249;0.047675;0.01454;1.46195%;-0.001517793;;;;;;
16/01/2018;3.2102;3.231;0.0473;0.01428;1.43567%;-0.011512434;;;;;;
15/01/2018;3.2105;3.2247;0.04765;0.014203;1.42788%;-0.003469063;;;;;;
12/01/2018;3.2165;3.2322;0.0474;0.01421;1.42859%;-0.005278035;;;;;;
11/01/2018;3.2185;3.2298;0.04755;0.014221;1.42970%;0.000176583;;;;;;
10/01/2018;3.2224;3.2263;0.04805;0.01424;1.43162%;0.009420625;;;;;;
09/01/2018;3.2185;3.2248;0.047875;0.014225;1.43011%;0.006398065;;;;;;
08/01/2018;3.2157;3.2305;0.04815;0.01423;1.43061%;-0.004154042;;;;;;
05/01/2018;3.2125;3.2325;0.04955;0.01423;1.43061%;-0.010564576;;;;;;
04/01/2018;3.21;3.233;0.0496;0.014205;1.42808%;-0.014275534;;;;;;
03/01/2018;3.218;3.2298;0.04925;0.014193;1.42687%;-0.000472678;;;;;;
29/12/2017;3.2374;3.2343;0.04975;0.01419;1.42657%;0.01815988;;;;;;
28/12/2017;3.2405;3.2319;0.0498;0.014194;1.42697%;0.025108677;;;;;;
27/12/2017;3.2405;3.2277;0.044175;0.01419;1.42657%;0.030450627;;;;;;
26/12/2017;3.2405;3.2241;0.04405;0.014195;1.42707%;0.035065864;;;;;;
22/12/2017;3.2355;3.2295;0.043375;0.01421;1.42859%;0.02184459;;;;;;
21/12/2017;3.2675;3.2605;0.04445;0.014192;1.42677%;0.023005965;;;;;;
20/12/2017;3.268;3.261;0.044075;0.01426;1.43364%;0.023073941;;;;;;
19/12/2017;3.282;3.2562;0.0445;0.01425;1.43263%;0.046857859;;;;;;
18/12/2017;3.2804;3.2541;0.04455;0.01425;1.43263%;0.047517609;;;;;;
15/12/2017;3.294;3.2565;0.044525;0.01426;1.43364%;0.061871771;;;;;;
14/12/2017;3.243;3.248;0.044275;0.014207;1.42829%;0.008051692;;;;;;
13/12/2017;3.2334;3.2794;0.0434;0.01418;1.42556%;-0.041465889;;;;;;
12/12/2017;3.2335;3.287;0.044;0.01418;1.42556%;-0.050182754;;;;;;
11/12/2017;3.2345;3.2977;0.043875;0.014174;1.42495%;-0.061295599;;;;;;
07/12/2017;3.2354;3.2985;0.043975;0.01418;1.42556%;-0.061156126;;;;;;
06/12/2017;3.2345;3.3228;0.044975;0.014181;1.42566%;-0.089332886;;;;;;
05/12/2017;3.2372;3.2581;0.04565;0.01418;1.42556%;-0.011519985;;;;;;
04/12/2017;3.233;3.2495;0.04555;0.01418;1.42556%;-0.006188406;;;;;;
01/12/2017;3.2345;3.2481;0.04295;0.01418;1.42556%;-0.002625037;;;;;;
30/11/2017;3.2335;3.2458;0.048925;0.01418;1.42556%;-0.001031387;;;;;;
29/11/2017;3.2345;3.257;0.04845;0.014178;1.42536%;-0.013484012;;;;;;
28/11/2017;3.2335;3.2465;0.04815;0.01416;1.42354%;-0.001912577;;;;;;
27/11/2017;3.2363;3.2565;0.048875;0.01416;1.42354%;-0.010696573;;;;;;
24/11/2017;3.2374;3.257;0.04855;0.014165;1.42404%;-0.0099541;;;;;;
23/11/2017;3.2375;3.2535;0.04785;0.014155;1.42303%;-0.005574045;;;;;;
22/11/2017;3.2365;3.254;0.0477;0.014155;1.42303%;-0.007412417;;;;;;
21/11/2017;3.2365;3.2535;0.04705;0.01414;1.42152%;-0.006816956;;;;;;
20/11/2017;3.2385;3.2545;0.04725;0.01413;1.42050%;-0.005592778;;;;;;
17/11/2017;3.2414;3.2535;0.047825;0.01409;1.41646%;-0.000838425;;;;;;
16/11/2017;3.2463;3.2555;0.047775;0.014081;1.41555%;0.002740071;;;;;;
15/11/2017;3.2566;3.2575;0.0478;0.01399;1.40636%;0.012943346;;;;;;
14/11/2017;3.2435;3.2575;0.04775;0.01401;1.40838%;-0.003237372;;;;;;
13/11/2017;3.2414;3.2575;0.0474;0.013995;1.40686%;-0.005831137;;;;;;
10/11/2017;3.2446;3.254;0.0476;0.013997;1.40706%;0.002403721;;;;;;
09/11/2017;3.2425;3.2585;0.0481;0.01401;1.40838%;-0.00568756;;;;;;
08/11/2017;3.2464;3.2635;0.046675;0.014003;1.40767%;-0.007010957;;;;;;
07/11/2017;3.2432;3.2665;0.046875;0.013973;1.40464%;-0.014578355;;;;;;
06/11/2017;3.2389;3.276;0.0477;0.013963;1.40363%;-0.031124263;;;;;;
03/11/2017;3.2435;3.2635;0.050625;0.014;1.40737%;-0.010557301;;;;;;
02/11/2017;3.2385;3.2605;0.05015;0.01394;1.40130%;-0.013079142;;;;;;
31/10/2017;3.2505;3.2625;0.049175;0.01397;1.40434%;-0.000793791;;;;;;
30/10/2017;3.25;3.2615;0.04365;0.013885;1.39575%;-0.000267871;;;;;;
27/10/2017;3.2465;3.266;0.043475;0.01375;1.38211%;-0.010175461;;;;;;
26/10/2017;3.2405;3.2635;0.04305;0.01367;1.37402%;-0.014537009;;;;;;
25/10/2017;3.2345;3.2585;0.0424;0.013444;1.35119%;-0.016019288;;;;;;
24/10/2017;3.2365;3.262;0.0438;0.013391;1.34584%;-0.017861936;;;;;;
23/10/2017;3.2395;3.259;0.043425;0.013304;1.33705%;-0.010666394;;;;;;
20/10/2017;3.2385;3.2685;0.043225;0.01317;1.32352%;-0.023455786;;;;;;
19/10/2017;3.2348;3.2705;0.0437;0.01312;1.31847%;-0.030334948;;;;;;
18/10/2017;3.2368;3.2665;0.042025;0.012891;1.29535%;-0.023387452;;;;;;
17/10/2017;3.2445;3.2615;0.04365;0.01281;1.28717%;-0.008081465;;;;;;
16/10/2017;3.2435;3.2545;0.0431;0.012765;1.28262%;-0.000797648;;;;;;
13/10/2017;3.2485;3.2565;0.04385;0.012696;1.27566%;0.002841332;;;;;;
12/10/2017;3.2535;3.2595;0.04245;0.012602;1.26617%;0.00522592;;;;;;
11/10/2017;3.26;3.258;0.044325;0.012619;1.26788%;0.015167758;;;;;;
10/10/2017;3.2645;3.2545;0.044325;0.01247;1.25284%;0.025030567;;;;;;
09/10/2017;3.272;3.2575;0.045075;0.0122;1.22559%;0.030399909;;;;;;
06/10/2017;3.2695;3.265;0.04415;0.012142;1.21974%;0.017789206;;;;;;
05/10/2017;3.262;3.2645;0.0441;0.012045;1.20995%;0.009002754;;;;;;
04/10/2017;3.2595;3.2685;0.044;0.011885;1.19381%;0.000838311;;;;;;
03/10/2017;3.263;3.273;0.043825;0.01186;1.19129%;-0.00039738;;;;;;
02/10/2017;3.2728;3.2765;0.043675;0.01165;1.17010%;0.007138861;;;;;;
29/09/2017;3.2655;3.2855;0.043825;0.01158;1.16304%;-0.012778214;;;;;;
28/09/2017;3.2667;3.292;0.042525;0.01158;1.16304%;-0.019111668;;;;;;
27/09/2017;3.2722;3.2895;0.0441;0.01158;1.16304%;-0.009483618;;;;;;
26/09/2017;3.2655;3.278;0.04405;0.01158;1.16304%;-0.003712182;;;;;;
25/09/2017;3.259;3.275;0.043875;0.01158;1.16304%;-0.00799448;;;;;;
22/09/2017;3.2462;3.283;0.043325;0.01157;1.16203%;-0.032980801;;;;;;
21/09/2017;3.2487;3.292;0.043575;0.01158;1.16304%;-0.040552994;;;;;;
20/09/2017;3.2485;3.2855;0.043875;0.01158;1.16304%;-0.033175911;;;;;;
19/09/2017;3.2465;3.283;0.04325;0.011586;1.16364%;-0.032607846;;;;;;
18/09/2017;3.2452;3.285;0.04345;0.01158;1.16304%;-0.03651216;;;;;;
15/09/2017;3.2508;3.2855;0.043175;0.011585;1.16354%;-0.030430048;;;;;;
14/09/2017;3.2385;3.279;0.0421;0.01158;1.16304%;-0.03743115;;;;;;
13/09/2017;3.2387;3.266;0.04345;0.01158;1.16304%;-0.021772139;;;;;;
12/09/2017;3.2335;3.2685;0.04315;0.011585;1.16354%;-0.031005006;;;;;;
11/09/2017;3.2315;3.264;0.04165;0.011585;1.16354%;-0.028058625;;;;;;
08/09/2017;3.2325;3.2625;0.04345;0.01159;1.16405%;-0.025059195;;;;;;
07/09/2017;3.235;3.2655;0.043625;0.01158;1.16304%;-0.025638193;;;;;;
06/09/2017;3.2355;3.2715;0.043425;0.01158;1.16304%;-0.032168434;;;;;;
05/09/2017;3.2375;3.2585;0.0421;0.01158;1.16304%;-0.014197145;;;;;;
04/09/2017;3.2372;3.2585;0.0425;0.01158;1.16304%;-0.014562489;;;;;;
31/08/2017;3.2395;3.2535;0.041925;0.01158;1.16304%;-0.005669967;;;;;;
29/08/2017;3.2395;3.25;0.04255;0.01158;1.16304%;-0.001379775;;;;;;
28/08/2017;3.2385;3.252;0.0423;0.01158;1.16304%;-0.005063595;;;;;;
25/08/2017;3.2375;3.2545;0.0436;0.01158;1.16304%;-0.00934173;;;;;;
24/08/2017;3.2375;3.2565;0.04285;0.011582;1.16324%;-0.011771194;;;;;;
23/08/2017;3.2375;3.257;0.045175;0.01158;1.16304%;-0.012379858;;;;;;
22/08/2017;3.2385;3.257;0.0503;0.01158;1.16304%;-0.011159067;;;;;;
21/08/2017;3.2395;3.2655;0.0495;0.011571;1.16213%;-0.020214175;;;;;;
18/08/2017;3.2425;3.2695;0.052075;0.011585;1.16354%;-0.021369827;;;;;;
17/08/2017;3.241;3.2675;0.05175;0.01158;1.16304%;-0.020790533;;;;;;
16/08/2017;3.2415;3.266;0.05295;0.01154;1.15900%;-0.018424014;;;;;;
15/08/2017;3.2455;3.2635;0.053525;0.011585;1.16354%;-0.010499506;;;;;;
14/08/2017;3.244;3.268;0.05315;0.01152;1.15699%;-0.017820031;;;;;;
11/08/2017;3.2445;3.2605;0.05335;0.011511;1.15608%;-0.008149355;;;;;;
10/08/2017;3.2515;3.2685;0.052675;0.011504;1.15537%;-0.009327679;;;;;;
09/08/2017;3.2485;3.2715;0.05245;0.01151;1.15598%;-0.016588376;;;;;;
08/08/2017;3.2425;3.2755;0.052825;0.01151;1.15598%;-0.028593343;;;;;;
07/08/2017;3.2427;3.2715;0.05325;0.01153;1.15799%;-0.023573405;;;;;;
04/08/2017;3.2455;3.283;0.052275;0.011557;1.16072%;-0.033827154;;;;;;
03/08/2017;3.239;3.2735;0.05205;0.01154;1.15900%;-0.03038583;;;;;;
02/08/2017;3.24;3.274;0.05215;0.01152;1.15699%;-0.029800107;;;;;;
01/08/2017;3.2393;3.28;0.0526;0.01152;1.15699%;-0.037711732;;;;;;
31/07/2017;3.24;3.278;0.052425;0.01151;1.15598%;-0.034536643;;;;;;
27/07/2017;3.246;3.2715;0.051225;0.01151;1.15598%;-0.019612163;;;;;;
26/07/2017;3.2455;3.271;0.050075;0.0115;1.15497%;-0.019626647;;;;;;
25/07/2017;3.251;3.2735;0.05115;0.011485;1.15346%;-0.015990657;;;;;;
24/07/2017;3.2455;3.2675;0.051275;0.01151;1.15598%;-0.015409547;;;;;;
21/07/2017;3.2495;3.2675;0.049025;0.011514;1.15638%;-0.010542685;;;;;;
20/07/2017;3.2425;3.269;0.0495;0.01152;1.15699%;-0.02083442;;;;;;
19/07/2017;3.242;3.2685;0.049125;0.01152;1.15699%;-0.020839317;;;;;;
18/07/2017;3.2432;3.249;0.047725;0.01153;1.15799%;0.004375921;;;;;;
17/07/2017;3.2473;3.274;0.0502;0.01152;1.15699%;-0.021026735;;;;;;
14/07/2017;3.2505;3.28;0.05005;0.011521;1.15709%;-0.024332988;;;;;;
13/07/2017;3.2435;3.2755;0.050075;0.011577;1.16274%;-0.027329467;;;;;;
12/07/2017;3.2515;3.2795;0.052975;0.011594;1.16445%;-0.022464767;;;;;;
11/07/2017;3.2565;3.2725;0.051525;0.01159;1.16405%;-0.00799947;;;;;;
10/07/2017;3.2552;3.2715;0.049;0.011575;1.16253%;-0.008385867;;;;;;
07/07/2017;3.2537;3.2725;0.053025;0.01157;1.16203%;-0.01142655;;;;;;
06/07/2017;3.2533;3.276;0.0526;0.01156;1.16102%;-0.016138233;;;;;;
05/07/2017;3.2575;3.291;0.05175;0.011565;1.16153%;-0.028950124;;;;;;
04/07/2017;3.2575;3.272;0.050075;0.01156;1.16102%;-0.006202909;;;;;;
03/07/2017;3.2578;3.2795;0.052275;0.011564;1.16142%;-0.014896027;;;;;;
30/06/2017;3.245;3.2845;0.0529;0.011565;1.16153%;-0.036177393;;;;;;
28/06/2017;3.2465;3.2835;0.0526;0.011576;1.16263%;-0.033206596;;;;;;
27/06/2017;3.2565;3.282;0.056;0.011561;1.16112%;-0.019463737;;;;;;
26/06/2017;3.2535;3.282;0.054475;0.01155;1.16001%;-0.023082677;;;;;;
23/06/2017;3.2562;3.2855;0.053875;0.011565;1.16153%;-0.023991116;;;;;;
22/06/2017;3.2607;3.2845;0.0555;0.01156;1.16102%;-0.017393771;;;;;;
21/06/2017;3.2725;3.2845;0.05555;0.011572;1.16223%;-0.003080809;;;;;;
