iter	CrossEntropy
198	0.5445241528
199	0.5443769588
200	0.5442176133
201	0.5440779427
202	0.5439415688
203	0.543792329
204	0.5436440098
205	0.5434964615
206	0.5433515373
207	0.5432033313
208	0.5430573949
209	0.5429267299
210	0.5427945014
211	0.542649464
212	0.5425124997
213	0.5423856475
214	0.5422495579
215	0.5421195216
216	0.5419865691
217	0.5418541497
218	0.5417191472
219	0.5415906725
220	0.5414519606
221	0.5413226736
222	0.5412041914
223	0.5410722676
224	0.5409323213
225	0.5408011383
226	0.5406777476
227	0.5405415087
228	0.5404070747
229	0.540270952
230	0.5401469451
231	0.5400246354
232	0.5398923916
233	0.5397741631
234	0.5396445214
235	0.5395217805
236	0.5394003833
237	0.5392713344
238	0.539134067
239	0.539006579
240	0.5388868468
241	0.538772688
242	0.5386538608
243	0.5385458708
244	0.5384257226
245	0.5383143478
246	0.5381969355
247	0.5380874421
248	0.5379649086
249	0.5378535291
250	0.5377448198
251	0.5376348634
252	0.5375163832
253	0.5374003915
254	0.537291432
255	0.53717905
256	0.5370665777
257	0.5369558283
258	0.5368412664
259	0.5367368771
260	0.5366330368
261	0.536516063
262	0.5364220592
263	0.5363219742
264	0.5362209501
265	0.5361191938
266	0.53602297
267	0.5359262927
268	0.5358257225
269	0.535705563
270	0.5356073061
271	0.5355109477
272	0.5354176535
273	0.5353138532
274	0.5352220892
275	0.5351220226
276	0.5350197843
277	0.5349325888
278	0.5348422135
279	0.5347545548
280	0.5346634761
281	0.5345624364
282	0.5344743703
283	0.5343793172
284	0.5342891128
285	0.5342007407
286	0.5341060691
287	0.5340218662
288	0.5339310267
289	0.5338449872
290	0.5337626878
291	0.5336758981
292	0.5335874772
293	0.5334964154
294	0.5334048434
295	0.5333114432
296	0.5332266041
297	0.5331466678
298	0.5330609334
299	0.532975441
300	0.5328873976
301	0.5328031192
302	0.5327175026
303	0.5326345476
304	0.5325484638
305	0.53247777
306	0.532400979
307	0.5323221254
308	0.532238239
309	0.532150155
310	0.5320740575
311	0.5319944163
312	0.5319121212
313	0.5318389859
314	0.5317683059
315	0.5316920832
316	0.5316130173
317	0.5315441058
318	0.5314682509
319	0.5313911038
320	0.5313062514
321	0.5312359192
322	0.5311723924
323	0.5310963631
324	0.5310267698
325	0.5309517545
326	0.5308830582
327	0.5308036553
328	0.5307343775
329	0.5306633446
330	0.5305921569
331	0.5305309977
332	0.5304634075
333	0.5303888978
334	0.5303213698
335	0.5302545195
336	0.5301939534
337	0.5301275387
338	0.5300622381
339	0.5299883242
340	0.529919881
341	0.5298572343
342	0.5297963266
343	0.5297324874
344	0.5296628348
345	0.5295970466
346	0.5295213925
347	0.5294605918
348	0.5293906495
349	0.5293217294
350	0.5292598791
351	0.5291983705
352	0.5291494653
353	0.5290860632
354	0.529020957
355	0.528962584
356	0.5289020624
357	0.5288448066
358	0.5287855575
359	0.5287214355
360	0.5286623192
361	0.5286005413
362	0.5285404326
363	0.528486604
364	0.5284277851
365	0.5283683012
366	0.5283085776
367	0.5282500633
368	0.5281914901
369	0.5281314724
370	0.5280750333
371	0.5280217518
372	0.5279689519
373	0.5279118268
374	0.5278462158
375	0.5277914501
376	0.527735299
377	0.5276825535
378	0.5276234141
379	0.5275708073
380	0.5275150676
381	0.5274644936
382	0.5274092454
383	0.5273537878
384	0.5273039639
385	0.5272474596
386	0.5271973343
387	0.5271425685
388	0.5270889176
389	0.527036263
390	0.5269818404
391	0.5269276108
392	0.5268766317
393	0.5268201897
394	0.5267692626
395	0.5267154614
396	0.5266670347
397	0.5266169077
398	0.5265671998
399	0.5265198919
400	0.5264635652
401	0.5264164422
402	0.526363603
403	0.5263106213
404	0.5262678634
405	0.526218091
406	0.5261683146
407	0.5261194627
408	0.5260671306
409	0.5260188179
410	0.5259687668
411	0.5259227069
412	0.5258754984
413	0.52582759
414	0.5257823002
415	0.5257438427
416	0.5256941151
417	0.5256440282
418	0.5255996824
419	0.5255549075
420	0.5255118696
421	0.5254674957
422	0.5254205636
423	0.5253743494
424	0.5253282478
425	0.5252834939
426	0.5252384491
427	0.5251964201
428	0.5251530022
429	0.5251108839
430	0.5250655048
431	0.52502014
432	0.5249742768
433	0.5249346741
434	0.5248991864
435	0.5248632949
436	0.5248203353
437	0.5247770737
438	0.5247330173
439	0.5246890404
440	0.5246457097
441	0.5246023667
442	0.5245576885
443	0.5245169895
444	0.5244733353
445	0.5244367753
446	0.5243981824
447	0.5243597323
448	0.5243169925
449	0.5242719576
450	0.5242331465
451	0.5241937607
452	0.5241577097
453	0.5241158127
454	0.5240790218
455	0.5240418973
456	0.5240041637
457	0.523960852
458	0.5239202236
459	0.5238836014
460	0.5238483192
461	0.5238142871
462	0.5237745545
463	0.5237387634
464	0.5236982845
465	0.5236596984
466	0.5236255632
467	0.5235906634
468	0.5235523046
469	0.5235202638
470	0.5234865456
471	0.5234488172
472	0.5234108995
473	0.5233794346
474	0.5233421949
475	0.5233097433
476	0.523273508
477	0.523238633
478	0.5232034248
479	0.523168843
480	0.5231323265
481	0.523099887
482	0.5230623197
483	0.5230294754
484	0.5229984134
485	0.5229653533
486	0.522929197
487	0.5228970971
488	0.522865129
489	0.5228272048
490	0.5227936442
491	0.5227624615
492	0.5227302834
493	0.522696422
494	0.5226674329
495	0.5226319088
496	0.5225959631
497	0.5225646202
498	0.5225340539
499	0.522503656
500	0.5224765923
501	0.5224513966
502	0.5224182592
503	0.5223848631
504	0.5223514387
505	0.5223203476
506	0.5222908432
507	0.5222600406
508	0.5222280902
509	0.5222005736
510	0.5221703261
511	0.5221400382
512	0.5221102656
513	0.5220811035
514	0.5220533725
515	0.5220224059
516	0.5219904013
517	0.5219583614
518	0.5219308441
519	0.5219008966
520	0.5218692041
521	0.5218396213
522	0.5218121782
523	0.5217844979
524	0.5217592916
525	0.5217304019
526	0.5217008587
527	0.5216709481
528	0.5216420248
529	0.5216126965
530	0.5215830615
531	0.5215597487
532	0.5215293643
533	0.5214999373
534	0.5214745844
535	0.5214446025
536	0.5214150009
537	0.5213869023
538	0.5213619258
539	0.5213349191
540	0.5213071297
541	0.5212769307
542	0.5212500104
543	0.5212226661
544	0.5211951942
545	0.5211662937
546	0.5211402772
547	0.5211160403
548	0.5210881693
549	0.5210615686
550	0.5210362833
551	0.521011746
552	0.5209866182
553	0.5209623575
554	0.5209373654
555	0.5209113037
556	0.5208895671
557	0.5208673519
558	0.520844448
559	0.520820827
560	0.5207940066
561	0.5207696439
562	0.5207440943
563	0.5207226086
564	0.5206960774
565	0.5206728694
566	0.5206468172
567	0.5206244073
568	0.520601845
569	0.5205752584
570	0.52055193
571	0.5205249126
572	0.5204965809
573	0.5204709604
574	0.5204478251
575	0.5204263727
576	0.5204048582
577	0.5203859207
578	0.520365651
579	0.5203430364
580	0.5203174359
581	0.5202940563
582	0.5202745074
583	0.5202499582
584	0.5202264739
585	0.5202005542
586	0.5201788684
587	0.5201537993
588	0.520130451
589	0.5201071738
590	0.520084505
591	0.5200592474
592	0.5200351365
593	0.5200171159
594	0.5199918706
595	0.519969436
596	0.519948824
597	0.5199280953
598	0.5199097292
599	0.5198882041
600	0.5198643289
601	0.5198471196
602	0.5198265451
603	0.5198025212
604	0.5197814223
605	0.5197595953
606	0.5197398515
607	0.5197211134
608	0.519699311
609	0.5196804798
610	0.5196634564
611	0.5196413712
612	0.5196209619
613	0.51960131
614	0.5195809815
615	0.5195566057
616	0.5195374499
617	0.5195156947
618	0.5194944317
619	0.5194712109
620	0.5194460986
621	0.5194257991
622	0.5194078342
623	0.5193904266
624	0.5193718995
625	0.5193529215
626	0.5193337847
627	0.519315147
628	0.5192993503
629	0.519284494
630	0.5192669861
631	0.5192487144
632	0.5192311274
633	0.5192131457
634	0.519189487
635	0.5191703555
636	0.5191508017
637	0.5191341428
638	0.5191179075
639	0.5190973536
640	0.5190789763
641	0.5190615813
642	0.5190437222
643	0.5190245211
644	0.5190076153
645	0.5189899325
646	0.5189729812
647	0.5189574931
648	0.5189423072
649	0.5189263067
650	0.5189056658
651	0.5188867602
652	0.5188693096
653	0.5188517753
654	0.518834461
655	0.5188189217
656	0.5188008285
657	0.5187816956
658	0.5187661481
659	0.5187526116
660	0.5187337616
661	0.5187165383
662	0.5186978506
663	0.518681165
664	0.5186679856
665	0.5186539878
666	0.5186367601
667	0.5186186376
668	0.5186028182
669	0.5185887056
670	0.5185699973
671	0.5185522246
672	0.5185352344
673	0.5185156764
674	0.5184978837
675	0.5184805908
676	0.5184610508
677	0.5184454478
678	0.5184304853
679	0.5184138854
680	0.5183971111
681	0.5183811986
682	0.5183635707
683	0.5183493166
684	0.5183376138
685	0.5183242889
686	0.5183076248
687	0.5182909136
688	0.5182768429
689	0.5182632723
690	0.5182477708
691	0.518231764
692	0.5182168379
693	0.5181959977
694	0.5181791165
695	0.5181665216
696	0.5181522896
697	0.5181369274
698	0.5181232127
699	0.5181061779
700	0.5180917302
701	0.5180753778
702	0.5180611378
703	0.5180434858
704	0.5180274894
705	0.5180094019
706	0.5179924616
707	0.5179790047
708	0.5179651453
709	0.5179504473
710	0.5179369494
711	0.5179239134
712	0.5179074115
713	0.5178966131
714	0.5178816717
715	0.5178674953
716	0.5178531485
717	0.517837159
718	0.517821523
719	0.517806174
720	0.5177936314
721	0.5177792318
722	0.5177652266
723	0.5177510842
724	0.5177375645
725	0.5177216752
726	0.5177081913
727	0.5176973299
728	0.5176829807
729	0.5176711058
730	0.517658687
731	0.5176454219
732	0.5176337442
733	0.5176202216
734	0.5176060677
735	0.5175933976
736	0.5175800421
737	0.5175688224
738	0.5175547831
739	0.517541655
740	0.5175293706
741	0.5175150237
742	0.5175026967
743	0.5174891839
744	0.5174764245
745	0.5174641566
746	0.5174518186
747	0.5174385837
748	0.5174269472
749	0.5174153442
750	0.517401382
751	0.5173869687
752	0.5173731027
753	0.5173608157
754	0.5173462048
755	0.5173325521
756	0.5173186022
757	0.5173053992
758	0.5172925438
759	0.517277291
760	0.5172659748
761	0.5172523668
762	0.5172378713
763	0.5172258289
764	0.5172129819
765	0.5172011235
766	0.5171895618
767	0.5171792857
768	0.5171686001
769	0.5171580613
770	0.5171434747
771	0.5171307125
772	0.5171179382
773	0.5171072545
774	0.5170927337
775	0.5170823937
776	0.5170732819
777	0.5170621971
778	0.51704943
779	0.5170354629
780	0.5170229385
781	0.5170125546
782	0.5169998211
783	0.5169882231
784	0.5169765572
785	0.516965474
786	0.5169542407
787	0.5169417754
788	0.5169320536
789	0.5169198396
790	0.5169093532
791	0.5168965825
792	0.5168861569
793	0.5168748033
794	0.5168657873
795	0.5168525828
796	0.5168401021
797	0.5168276627
798	0.5168187597
799	0.516809529
800	0.5167994382
801	0.5167897426
802	0.5167770241
803	0.5167645789
804	0.5167519146
805	0.5167390328
806	0.5167296673
807	0.5167206079
808	0.5167085095
809	0.5166966686
810	0.5166868858
811	0.5166729336
812	0.5166645984
813	0.5166550786
814	0.5166439291
815	0.5166342437
816	0.5166251612
817	0.5166117676
818	0.5166008586
819	0.5165899894
820	0.5165812367
821	0.516571151
822	0.5165636728
823	0.5165545092
824	0.5165457812
825	0.5165347119
826	0.5165234543
827	0.5165125677
828	0.5165024006
829	0.5164920693
830	0.5164814853
831	0.5164718807
832	0.5164622685
833	0.5164512316
834	0.5164401938
835	0.5164313262
836	0.5164222541
837	0.5164117635
838	0.5164045245
839	0.5163943678
840	0.5163849869
841	0.5163760321
842	0.5163666934
843	0.5163574048
844	0.5163497505
845	0.5163391264
846	0.5163303599
847	0.5163204513
848	0.5163112184
849	0.5163025196
850	0.5162937143
851	0.516291634
852	0.516282276
853	0.5162749829
854	0.5162643086
855	0.5162551739
856	0.5162481434
857	0.516238503
858	0.5162293133
859	0.5162217922
860	0.5162135577
861	0.5162007021
862	0.5161911807
863	0.5161818233
864	0.5161754477
865	0.5161661758
866	0.5161552654
867	0.5161458465
868	0.5161370513
869	0.5161288984
870	0.516118326
871	0.5161102557
872	0.5161032278
873	0.5160928006
874	0.5160829535
875	0.5160732446
876	0.5160636611
877	0.5160537512
878	0.5160452633
879	0.5160367303
880	0.5160299012
881	0.5160230227
882	0.5160082193
883	0.5159997186
884	0.5159926189
885	0.5159823054
886	0.5159644581
887	0.5159531798
888	0.5159449712
889	0.5159379025
890	0.5159266103
891	0.5159190157
892	0.5159110964
893	0.5159036539
894	0.5158953516
895	0.5158870579
896	0.5158787491
897	0.515869255
898	0.5158595978
899	0.5158506613
900	0.5158408903
901	0.5158318505
902	0.5158240185
903	0.5158157532
904	0.5158079512
905	0.5158000237
906	0.5157930255
907	0.5157850421
908	0.5157756702
909	0.5157688827
910	0.5157612826
911	0.5157533164
912	0.5157428999
913	0.5157347793
914	0.5157270877
915	0.515719931
916	0.5157062394
917	0.5156916847
918	0.5156816546
919	0.515673655
920	0.5156648072
921	0.5156586384
922	0.5156485423
923	0.5156395806
924	0.5156315847
925	0.5156230859
926	0.5156146522
927	0.51560516
928	0.5155976465
929	0.5155895247
930	0.5155819019
931	0.5155730911
932	0.5155654392
933	0.5155570093
934	0.5155491059
935	0.5155369971
936	0.5155274787
937	0.5155218995
938	0.5155124293
939	0.5155073858
940	0.5154991442
941	0.5154905751
942	0.5154816795
943	0.5154715826
944	0.5154625645
945	0.5154552762
946	0.5154479965
947	0.5154397462
948	0.5154323371
949	0.5154255005
950	0.5154146497
951	0.5154061736
952	0.5153993275
953	0.5153928439
954	0.5153839149
955	0.5153758357
956	0.5153702543
957	0.5153628905
958	0.5153536551
959	0.5153468923
960	0.5153393457
961	0.51533354
962	0.5153261957
963	0.5153190052
964	0.5153128597
965	0.515307747
966	0.5153007177
967	0.5152927523
968	0.5152870515
969	0.5152807174
970	0.5152741142
971	0.5152683166
972	0.5152616067
973	0.515254891
974	0.5152482574
975	0.5152419883
976	0.5152374854
977	0.5152313464
978	0.515225778
979	0.5152180487
980	0.5152115436
981	0.5152035365
982	0.5151977531
983	0.5151911746
984	0.51518489
985	0.5151744323
986	0.5151671752
987	0.5151583186
988	0.5151511849
989	0.5151436124
990	0.5151385002
991	0.515131727
992	0.5151255067
993	0.515117626
994	0.5151134187
995	0.5151049488
996	0.515096741
997	0.5150888052
998	0.515080901
999	0.5150758969
1000	0.5150681456
1001	0.5150612508
1002	0.515057271
1003	0.5150458297
1004	0.5150389856
1005	0.5150337757
1006	0.5150278294
1007	0.5150194714
1008	0.5150112763
1009	0.5150058024
1010	0.5149995026
1011	0.5149913293
1012	0.5149737717
1013	0.5149656198
1014	0.5149571392
1015	0.5149519247
1016	0.5149406125
1017	0.5149330216
1018	0.5149285333
1019	0.5149219322
1020	0.5149159892
1021	0.5149052203
1022	0.5148977451
1023	0.5148904638
1024	0.5148828982
1025	0.5148745086
1026	0.5148687286
1027	0.5148625423
1028	0.5148524157
1029	0.5148452086
1030	0.514837037
1031	0.5148306839
1032	0.5148251646
1033	0.5148172917
1034	0.5148114971
1035	0.5148064103
1036	0.5147982831
1037	0.5147919766
1038	0.5147860136
1039	0.5147796375
1040	0.5147720542
1041	0.5147659627
1042	0.5147610993
1043	0.514754696
1044	0.5147482384
1045	0.5147402785
1046	0.5147382493
1047	0.5147348277
1048	0.5147283275
1049	0.5147205614
1050	0.5147144167
1051	0.5147073648
1052	0.5147007637
1053	0.5146936543
1054	0.5146891844
1055	0.5146832324
1056	0.5146741271
1057	0.5146697577
1058	0.5146649248
1059	0.5146588457
1060	0.514651973
1061	0.5146483873
1062	0.5146402521
1063	0.5146321861
1064	0.5146260822
1065	0.5146103277
1066	0.5146043094
1067	0.5145997977
1068	0.5145947549
1069	0.5145874223
1070	0.5145809359
1071	0.5145748991
1072	0.5145691741
1073	0.5145621681
1074	0.5145571926
1075	0.5145486421
1076	0.5145436632
1077	0.5145348143
1078	0.5145291633
1079	0.514521603
1080	0.5145169288
1081	0.5145103454
1082	0.5145043641
1083	0.51449858
1084	0.5144934626
1085	0.5144873048
1086	0.5144822819
1087	0.5144750233
1088	0.514468974
1089	0.5144655137
1090	0.5144555976
1091	0.514447819
1092	0.5144393856
1093	0.5144339711
1094	0.51442792
1095	0.5144108044
1096	0.514404326
1097	0.514396591
1098	0.5143886203
1099	0.5143819634
1100	0.5143743378
1101	0.5143679186
1102	0.5143565714
1103	0.5143514082
1104	0.5143455217
1105	0.5143388775
1106	0.514329766
1107	0.5143252088
1108	0.5143178988
1109	0.5143084643
1110	0.5143037706
1111	0.514293192
1112	0.5142883919
1113	0.5142830398
1114	0.5142774516
1115	0.5142694563
1116	0.5142610101
1117	0.5142543426
1118	0.5142489463
1119	0.5142382052
1120	0.5142308742
1121	0.5142262899
1122	0.5142203595
1123	0.5142143321
1124	0.5142078726
1125	0.5142026183
1126	0.5141969281
1127	0.5141914291
1128	0.514181238
1129	0.5141754621
1130	0.5141684464
1131	0.5141620056
1132	0.514154931
1133	0.5141487201
1134	0.5141456557
1135	0.514139363
1136	0.5141250252
1137	0.5141197946
1138	0.5141098646
1139	0.5141028178
1140	0.514096826
1141	0.5140902047
1142	0.5140855245
1143	0.5140811729
1144	0.5140747605
1145	0.5140659813
1146	0.514060031
1147	0.5140514441
1148	0.514044716
1149	0.5140386717
1150	0.5140315491
1151	0.5140149105
1152	0.5140108136
1153	0.5140051974
1154	0.5140003296
1155	0.5139946372
1156	0.5139816504
1157	0.5139763494
1158	0.5139713824
1159	0.5139659071
1160	0.5139546245
1161	0.5139484886
1162	0.5139447511
1163	0.5139359085
1164	0.5139238559
1165	0.5139171116
1166	0.5139112615
1167	0.5139059185
1168	0.5138978909
1169	0.5138938062
1170	0.5138884716
1171	0.513882645
1172	0.5138757278
1173	0.513870963
1174	0.5138654939
1175	0.5138526325
1176	0.5138462498
1177	0.5138386528
1178	0.5138330316
1179	0.5138200721
1180	0.5138134167
1181	0.5138082705
1182	0.5138045434
1183	0.5137990466
1184	0.513793442
1185	0.5137844245
1186	0.5137794442
1187	0.513772858
1188	0.5137683581
1189	0.5137619892
1190	0.5137575051
1191	0.5137524696
1192	0.5137475715
1193	0.5137427937
1194	0.5137364075
1195	0.5137295157
1196	0.5137224061
1197	0.5137134254
1198	0.5137080376
1199	0.5136966516
1200	0.5136860882
1201	0.5136820715
1202	0.5136779446
1203	0.5136735881
1204	0.5136655222
1205	0.5136540137
1206	0.5136487371
1207	0.5136445854
1208	0.5136382589
1209	0.5136336266
1210	0.5136282573
1211	0.5136223144
1212	0.5136179677
1213	0.5136117899
1214	0.5136054172
1215	0.5135961336
1216	0.5135813012
1217	0.5135765331
1218	0.5135706348
1219	0.5135657492
1220	0.5135596515
1221	0.5135541661
1222	0.5135486218
1223	0.5135431447
1224	0.5135379095
1225	0.5135318464
1226	0.513524937
1227	0.5135204122
1228	0.5135162505
1229	0.5135060055
1230	0.5134967463
1231	0.5134931688
1232	0.5134770931
1233	0.5134707301
1234	0.5134640223
1235	0.5134583834
1236	0.513452286
1237	0.5134466094
1238	0.5134416735
1239	0.5134367539
1240	0.5134315524
1241	0.5134267109
1242	0.5134208873
1243	0.5134155819
1244	0.513410982
1245	0.513401288
1246	0.5133881944
1247	0.5133841379
1248	0.5133793064
1249	0.5133736459
1250	0.5133686846
1251	0.5133634075
1252	0.5133583535
1253	0.5133543191
1254	0.5133351865
1255	0.5133305972
1256	0.5133255145
1257	0.5133196956
1258	0.5133129256
1259	0.5133109489
1260	0.5133050573
1261	0.5132964297
1262	0.5132874825
1263	0.5132776064
1264	0.5132736724
1265	0.5132671249
1266	0.513263973
1267	0.5132556827
1268	0.5132439918
1269	0.5132380901
1270	0.5132285114
1271	0.5132194054
1272	0.5132107815
1273	0.5132049421
1274	0.5131937047
1275	0.5131881092
1276	0.5131836135
1277	0.5131782871
1278	0.513174117
1279	0.5131648483
1280	0.51315656
1281	0.5131522753
1282	0.5131428726
1283	0.5131385121
1284	0.5131300303
1285	0.5131248077
1286	0.5131159616
1287	0.5131089953
1288	0.5131018848
1289	0.5130924219
1290	0.5130874266
1291	0.5130807239
1292	0.5130723572
1293	0.513063383
1294	0.513056409
1295	0.5130410958
1296	0.5130325128
1297	0.5130280852
1298	0.5130223221
1299	0.5130175448
1300	0.5130115668
1301	0.5130064616
1302	0.5129958514
1303	0.512991004
1304	0.5129867447
1305	0.5129833109
1306	0.5129781971
1307	0.5129714995
1308	0.5129601247
1309	0.5129548931
1310	0.5129496348
1311	0.5129456444
1312	0.5129403499
1313	0.5129359151
1314	0.5129217828
1315	0.5129167121
1316	0.512908692
1317	0.5128977132
1318	0.5128922499
1319	0.5128836432
1320	0.5128717892
1321	0.5128672181
1322	0.5128616095
1323	0.5128540158
1324	0.5128417658
1325	0.5128276637
1326	0.5128198264
1327	0.5128149373
1328	0.5128114526
1329	0.5128063088
1330	0.5127973251
1331	0.5127923029
1332	0.5127870592
1333	0.5127828808
1334	0.5127759826
1335	0.5127674986
1336	0.512761378
1337	0.5127561251
1338	0.5127508321
1339	0.5127464009
1340	0.5127428775
1341	0.512734709
1342	0.5127278945
1343	0.5127227169
1344	0.5127171151
1345	0.512707721
1346	0.5127018476
1347	0.5126965296
1348	0.5126913539
1349	0.5126875693
1350	0.5126814894
1351	0.5126775546
1352	0.5126735636
1353	0.5126646604
1354	0.5126593118
1355	0.5126538327
1356	0.512649777
1357	0.5126430432
1358	0.512636143
1359	0.5126283283
1360	0.5126228813
1361	0.5126151562
1362	0.5126113418
1363	0.5126054279
1364	0.5126001895
1365	0.5125954123
1366	0.5125907436
1367	0.5125846698
1368	0.5125705805
1369	0.5125663583
1370	0.512561328
1371	0.5125575188
1372	0.5125523179
1373	0.512547154
1374	0.5125329299
1375	0.5125236708
1376	0.5125180831
1377	0.5125143513
1378	0.5125070648
1379	0.5124932136
1380	0.5124876349
1381	0.5124827735
1382	0.5124786126
1383	0.5124750155
1384	0.5124616354
1385	0.5124472459
1386	0.5124357557
1387	0.5124282557
1388	0.5124208793
1389	0.5124177302
1390	0.5124131907
1391	0.5124088055
1392	0.5124058315
1393	0.5124004484
1394	0.5123954424
1395	0.5123844653
1396	0.5123761499
1397	0.512367931
1398	0.5123507627
1399	0.5123459848
1400	0.5123410233
1401	0.5123359839
1402	0.5123305581
1403	0.5123207839
1404	0.512317077
1405	0.5123044153
1406	0.5122947222
1407	0.5122892136
1408	0.5122846018
1409	0.5122765839
1410	0.5122627122
1411	0.5122563711
1412	0.5122531194
1413	0.5122458373
1414	0.5122424471
1415	0.5122347504
1416	0.5122293178
1417	0.5122223731
1418	0.5122170174
1419	0.5122111179
1420	0.5122024192
1421	0.5121946976
1422	0.5121895752
1423	0.5121844469
1424	0.5121795786
1425	0.5121683621
1426	0.5121632396
1427	0.5121573501
1428	0.5121445775
1429	0.5121404097
1430	0.5121323314
1431	0.5121275139
1432	0.5121227094
1433	0.5121045935
1434	0.5120993151
1435	0.5120933076
1436	0.5120787986
1437	0.5120654546
1438	0.512059816
1439	0.5120519819
1440	0.5120472091
1441	0.5120373782
1442	0.5120317984
1443	0.5120247074
1444	0.512020486
1445	0.512016399
1446	0.5120110172
1447	0.5120057908
1448	0.5120011234
1449	0.5119924287
1450	0.5119833681
1451	0.5119788107
1452	0.5119720673
1453	0.5119677952
1454	0.5119582627
1455	0.5119544064
1456	0.5119469838
1457	0.5119414188
1458	0.5119362293
1459	0.5119306737
1460	0.5119258262
1461	0.5119165299
1462	0.5119061341
1463	0.5118951506
1464	0.5118821869
1465	0.5118742001
1466	0.5118633239
1467	0.5118477881
1468	0.5118427409
1469	0.5118282278
1470	0.511822713
1471	0.5118090314
1472	0.5118036459
1473	0.5117978964
1474	0.5117816369
1475	0.5117766929
1476	0.5117706046
1477	0.5117660125
1478	0.5117623658
1479	0.511753711
1480	0.511740457
1481	0.5117338875
1482	0.5117296467
1483	0.5117192385
1484	0.5117156654
1485	0.511711667
1486	0.5117008995
1487	0.5116949007
1488	0.511686586
1489	0.5116809247
1490	0.5116759753
1491	0.5116717596
1492	0.5116636324
1493	0.511659556
1494	0.5116526809
1495	0.511646221
1496	0.5116406073
1497	0.5116375611
1498	0.5116314925
1499	0.5116275169
1500	0.5116220126
1501	0.5116152136
1502	0.5116111945
1503	0.5115981076
1504	0.5115937275
1505	0.5115878664
1506	0.5115830641
1507	0.5115789562
1508	0.5115744182
1509	0.5115690633
1510	0.5115657418
1511	0.5115621575
1512	0.511555297
